,Seller,Product,Price,Quality,Likes,Comments,Category,Log Price,Log Likes
1027,patrick.soh.90,power bank 24800 mah,30.0,1,2,Computer Parts & Accessories,others,3.4339872044851463,1.0986122886681098
1028,shopbotic,ultimate ears boom 3 wireless speakers,179.0,1,15,"SRP: $229  Promo: $179 valid til end May 2020   Member Price: $217.55 (Subscribe to our newsletter at www.Shopbotic.com.sg)   Special: $207.55 (For Store Discount, Follow & Like our Facebook page at https://m.facebook.com/WWW.SHOPBOTIC.COM.SG/)   The all new BOOM 3 is a super-portable wireless Bluet",audio_visual,5.19295685089021,2.772588722239781
1029,inayatevmirza,900gb laptop hard disk,40.0,0,1,Computer Parts & Accessories,computers/parts,3.713572066704308,0.6931471805599453
1030,erlang881,baseus magnetic usb type-c cable ,13.0,1,1,Baseus Magnetic USB Type-C Cable   Fast charging cable with smart led light  Cable length: 2m  Brand new sealed in box  Package included: 1 x USB cable with 3 adapters  Int pls sms or whatsapp 84980771 for self-collection at Hougang area or via courier.,cables/adapters/switches,2.6390573296152584,0.6931471805599453
1031,musiclinkav,ambiance twin rca male to twin rca socket extender,10.0,1,1,AMBIANCE TWIN RCA MALE TO TWIN RCA SOCKET EXTENDER  ,cables/adapters/switches,2.3978952727983707,0.6931471805599453
1032,amazing.gadgets,"ak120 icefire t70 uv torch 395nm led zoomable portable black light flashlights powerful pet urine detector great for pet urine, dry stains, hunting scorpion black",20.0,1,1,"【POWERFUL UV Torch】 The beam from UV light can reveal the stains or fluids which is invisible to the naked eyes on the floor or even grass. It is necessary to take one along and use it diligently before you make yourself too comfortable in a hotel room or even when buying a new home
 【 Zoom IN/OUT D",lights,3.044522437723423,0.6931471805599453
1033,saynotofakes,"brand new rca usb c hub adapter, 4k usb c to hdmi, 3usb x 3.0 ports, sd/tf card readers, compatible with macbook pro, chromebook, xps, laptop & more usb type c devices",62.0,1,1,"Product Description :   - 6 in 1 USB C hub : transforms one Type-C port into 3 Supper speed USB 3.0 Ports, one 4K UHD HDMI port and one SD/TF memory card slot.  - 4K USB C to HDMI Adapter : mirror or extend your screen with the HDMI port, and directly stream 4K UHD or full HD 1080P video to HDTV, mo",computers/parts,4.143134726391533,0.6931471805599453
1034,powerpac_electrical,powerpac 2 way 3 metre extension cord with 2-pin direct. pp3882bk,17.0,1,2,"OFFICIAL STORE.
 https://powerpac.com.sg
 
 
 
 Professional designed power strip suitable for European 2 pin & UK 3 pin plug.
 Surge protector preventing damages to appliances due to current surge.
 Individual switch with LED neon indicator.
 2-pin direct socket insertion for wide range of electric",cables/adapters/switches,2.8903717578961645,1.0986122886681098
1035,patrick.soh.90,wi-fi smart socket,15.0,1,1,Inside got 2 smart sockets,cables/adapters/switches,2.772588722239781,0.6931471805599453
1036,lastminutedeal,a024 golden field aresze 450w semi modular 80 plus bronze power supply atx pc psu with low noise fan for desktop computer pc 450w,70.0,1,2,🔥 Buy from us & you save up to 20% 🔥  Self collect at 11 woodlands close #04-08 (S)737853 Please inform before coming down  Direction:  Take Bus 901M from Admiralty Mrt and 2 Busstop.   Courier will be $5. Will delivered within 3 days  ✅ Please kindly read through the description of product given. (,air,4.2626798770413155,1.0986122886681098
1037,allthingsprettyyy,sonos play 1,180.0,0,6,As good as new  Comes with original box and original receipt ,audio_visual,5.198497031265826,1.9459101490553132
1038,a_n_m,lg 32mp58hq-p 32-inch ips monitor with screen split,230.0,0,96,"*Payment on Delivery – Caroupay, Paynow or Paylah available* *Cheapest in SG, Mint condition, Check item before Payment* *Set Comes with HDMI Cable, Power Cable and Stand*  Product Details:   LG Website: https://bit.ly/2Hkrbno Amazon: https://amzn.to/2uOqLNA Lazada: https://bit.ly/2Uj7djH  Product M",audio_visual,5.442417710521793,4.574710978503383
1039,tk.sengkiat,wireless keyboard logitech k400 plus with trackpad,30.0,0,4,Barely used Logitech K400 Plus wireless keyboard as I have another one.  Great for working from home or sitting on your sofa especially if you are using an external monitor or TV. Declutters your desk as it is wireless!  Non-negotiable. Lowballers will be ignored.  Collection from Punggol Dr.,keyboards/mouse/chargers,3.4339872044851463,1.6094379124341003
1040,volrite,new linksys gigabit max stream sealed,50.0,1,2,"New and sealed Linksys gigabit Max-Stream router for sell 😵😵 $230, XXXX . OFFER 🤑🤑🤑🤑SGD150 ONLY END OF TODAY",others,3.9318256327243257,1.0986122886681098
1041,laylongg,ldnio anti-static 6 x usb power socket power extension,19.0,1,59,200cm power cord 250V rated voltage 2500w rated power USB output - DC5V = 3.4. (Auto MAX ) 17w Output ports - 3 x sockets combo & 6 x USB Product size - 16.2 x 9.7 x 3.8 cm,cables/adapters/switches,2.995732273553991,4.0943445622221
1042,thesteadyauction,dream projection lighting,8.0,1,2,Others,others,2.1972245773362196,1.0986122886681098
1043,frankajr,mouse pad + wireless charger,19.99,1,3,"Too much clutter on your desk? Want to have something of a 2-in-1? This mouse pad provides comfort and a good surface for your mouse WHILE charging your phones/accessories!   10W, generally a fast charge. Applicable for iPhone 8, 8 Plus, X, XS, XR, 11, 11 Pro, 11 Pro Max. Airpods with wireless charg",keyboards/mouse/chargers,3.0440461338325417,1.3862943611198906
1044,danielwey,playstation 4/pro carrying bag,20.0,1,1,Carrying bag for Playstation 4 and Pro. Brand new unused. ,gaming_consoles,3.044522437723423,0.6931471805599453
1045,deniverse,4k android tv setup box,50.0,1,2,Enjoy watching free movies and programmes on your 4K TV using this 4K Android TV box. Powered by Android 7. Nougat.  With RAM 1G DDR3 ROM 16GB Wifi 802.11 Ethernet RJ-45  Item is brand new and unused.,audio_visual,3.9318256327243257,1.0986122886681098
1046,patrick.soh.90,headphones,15.0,1,1,Can use wire and Bluetooth options,audio_visual,2.772588722239781,0.6931471805599453
1047,excelsior.systems,ryzen 7 3700x + rtx 2070 super mini-itx custom gaming pc,1928.0,1,62,"This here is a monster gaming PC, that is portable as it is small in size as well. This tiny PC can handle almost everything that you can throw at it, from any AAA game to any kind of editing.   AMD Ryzen 7 3700X Processor ASRock Fatality B450I Gaming-ITX/AC Motherboard ADATA XPG SPECTRIX D41 16GB (",computers/parts,7.564757012905729,4.143134726391533
1048,wildflowerchild,working brother h1110 laser printer,75.0,0,2,Excellent condition. Fully functioning.  - Monochrome stand alone laser printer (Print only)  - NO Wifi wireless connection  - NO duplex function   Comes with:  - 1 piece NEW toner  - 6 month warranty with local company (Pyramid Services).   Fixed price.  Collect at Redhill or delivery option (Charg,printers,4.330733340286331,1.0986122886681098
1049,29squares,baofeng bf-888s walkie talkie 2pcs in one box with rechargeable battery,39.0,1,1,"Baofeng BF-888S 16-Channel UHF 400-470MHz Walkie Talkie Pair 2-Way FM Radio Rechargeable Transceiver 3 Kilometer Range  Range of 3 Kilometers - Baofeng BF-888S has a maximum range of 3 kilometers, and offers clear sound quality. Never lose touch with your team members, friends and family! Smart Inte",remotes/batteries,3.6888794541139363,0.6931471805599453
1050,honestselling276,yamaha subwoofer free book on onkyo denon soundbar amplifer speaker home sound system,158.0,0,1,"Works 10/10. Testing welcomed.  Clearing!!!   go to  carousell.com/honest276 or my friend carousell.com/honestselling276 .Many items clearing, more Bowers & Wilkins ,Quad,Yamaha, Denon, Nad ,monitor Audio available below  Roger Speakers  ax396 yamaha https://sg.carousell.com/p/1006510049  Dali  http",audio_visual,5.0689042022202315,0.6931471805599453
1051,ggadgets,a1027 bn sparksor ø40cm premium 6-lights g9 modern elegant round ceiling light pendant fixture lighting crystal chandelier …modern living room bedroom hallway chandelier,55.0,1,30,Retail Price: $170.00   📌Self collect at 11 woodlands close #10-13 (S)737853 Please call/text before heading over.   📌Direction:  Take Bus 901M from Admiralty Mrt and 2 Busstop.   📌Courier will be $6. Will delivered within 3 to 5 days  ✅ Please kindly read through the description of product given. (,lights,4.02535169073515,3.4339872044851463
1052,chloedokie,wooden laptop stand,15.0,1,36,"FREE SHIPPING - LIMITED INSTOCK AVAILABLE -  *height not adjustable, for adjustable laptop stand please see the other listing in my profile*  Good quality laptop stand for comfort whilst working from home! :)  Suggested laptop size: 10inch-17 inch  Pls only buy if you are comfortable waiting! (Messa",computers/parts,2.772588722239781,3.6109179126442243
1053,wcssingapore,tp link av1000 gigabit powerline ac wi-fi kit tl-wpa7510 kit offer price,110.0,1,1,"Homeplug AV2 standard compliant - High-speed data transfer rates of up to 1000Mbps, supports all your online needs Dual-band 802.11ac Wi-Fi – Extends 2.4GHz (300Mbps) + 5GHz (433Mbps) dual-band Wi-Fi speeds to every room of your house Wi-Fi Auto-Sync - Simple setup with Wi-Fi Clone and setting in sy",others,4.709530201312334,0.6931471805599453
1054,hporiginal,hp 215a original toner black cyan yellow magenta 1sets,288.0,1,1,"For printer HP Color LaserJet Pro MFP M182 ,M183",others,5.666426688112432,0.6931471805599453
1055,menghuo,verum 1 - zebrano,280.0,0,4,"Perfect condition. Delivery only, no meetups.",others,5.638354669333745,1.6094379124341003
1056,benzytan,linksys router,50.0,1,6,Selling BNIB sealed Linksys router,others,3.9318256327243257,1.9459101490553132
1057,honesty_is_the_best_policy,singer sewing machine,50.0,0,16,No controller it was working fine ,others,3.9318256327243257,2.833213344056216
1058,sparesforgrabs,"asus a42j laptop i5,amd radeon",190.0,0,2,"CPU: i5 480M GPU: AMD RADEON HD 6470M 1GB 500gb hdd 4gb ram  NOTE: lost original power adapter you will need to buy another externally (cost around 10-20sgd normally)  8/10 condition. stored for long, perfectly operational. some scratches from normal use. Great for browsing and documents.     Connec",computers/parts,5.25227342804663,1.0986122886681098
1059,xiayutian,car lighter socket usb adapter,2.0,1,1,12V Car lighter socket to 5V USB adapter.  Can mail.,cables/adapters/switches,1.0986122886681098,0.6931471805599453
1060,anakabdullah,jbl waterproof speaker ,120.0,0,2,still looking good as I’ve only used it few times only ( it comes without the whole set or box ) just selling the speaker only ,audio_visual,4.795790545596741,1.0986122886681098
1061,quickiesale,tesmart kvm switch,120.0,1,1,TESmart KVM Switch HDMI,cables/adapters/switches,4.795790545596741,0.6931471805599453
1062,gamingspecialist,"3a 157 brand new triducna 8-motor massage seat cushion with vibration and heat function electric car seat cushion with 5 auto program & 4 modes & 3-speed adjustable, neck shoulder back and buttocks fatigue relief",69.0,1,4,"💬 CHAT TO BUY WHEN YOU HAVE DECIDED ON PURCHASE.  -SELF COLLECTION/ REGISTERED DELIVERY ONLY. (Please arrange with us before coming, as item might not be available.)  ✅ Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)   PS. I w",others,4.248495242049359,1.6094379124341003
1063,julie1971,braun shaver series 1,40.0,1,1,BRAUN Shaver series 1   Bought for my father but he didn't want. Kept in cupboard and forgotten. Moving out and would like to pass on.   MEN's  grooming needs! 😄,others,3.713572066704308,0.6931471805599453
1064,pplystore,2 way 3 metre extension cord with 2-pin direct. pp3882bk,14.9,1,1,Professional designed power strip suitable for European 2 pin & UK 3 pin plug. Surge protector preventing damages to appliances due to current surge. Individual switch with LED neon indicator. 2-pin direct socket insertion for wide range of electrical appliances. Safety shutter to prevent children f,cables/adapters/switches,2.766319109226186,0.6931471805599453
1065,postmoves,linksys wireless router,45.0,1,13,Computer Parts & Accessories,others,3.828641396489095,2.6390573296152584
1066,antz.87,bnib ultra slim digital bathroom scales with backlight and glass surface,25.0,1,1,BNIB Active Era Weighing Scales BS-01  Description as shown on pic 5  Retailing at $38.00  Selling for just $25.00 ONLY,others,3.258096538021482,0.6931471805599453
1067,just_sharing_sally,razer seiren x usb microphone,129.0,1,2,"Here to share the link to the item :D Link to more information and the microphone: https://amzn.to/3fVHB3r  okay so if you guys don't care about brand or all the pretty cool color schemes and if you don't mind long waiting times, you guys should check out this listing: https://sg.carousell.com/p/mao",audio_visual,4.867534450455582,1.0986122886681098
1068,kenn00,philips micro hi-fi system mcm275/98,60.0,0,1,"in good condition and fully functional  Digital Music with USB Direct  Trendy and progressive, unique innovation and style appeals to you. And so will the vividly chic MCM275 with dynamic sound performance packed in a sleek design with MP3/WMA-CD & USB Direct playback that can also be wall mounted",others,4.110873864173311,0.6931471805599453
1069,whng25,"logitech k400 plus wireless livingroom keyboard with touchpad for home theatre pc connected to tv, customizable multi-media keys, windows, android, laptop/tablet, qwerty uk layout - black",45.0,1,1,"Brand new in a sealed box   Media-Friendly : The K400 plus wireless touchpad keyboard gives you integrated, comfortable, laid-back control of your PC-to-TV entertainment, eliminating the clutter of a separate keyboard and mouse - all from the comfort of your couch Plug-and-Play : Works straight out ",keyboards/mouse/chargers,3.828641396489095,0.6931471805599453
1070,thesteadyauction,brandless airpods,10.0,1,3,You can still flex with these brand-less airpods. 👌🏻😏 ,audio_visual,2.3978952727983707,1.3862943611198906
1071,dawntildusk,k100 logitech classic keyboard,10.0,1,1,Totally brand New Good for people looking for PS2 plug and play port PM me for details,keyboards/mouse/chargers,2.3978952727983707,0.6931471805599453
1072,dev.j.t,apple airpods gen 2 wired,105.0,0,1,RFS: lost the left side.   Purchased in Feb. (Will snapshot once offer made )  Kept in rubber case once purchased.   Battery can last for hours on talk or game mode. ,audio_visual,4.663439094112067,0.6931471805599453
1073,watodo,smsl dp3 hifi network music streamer with  headphone output,330.0,1,10,Brand new high fidelity music player with balanced headphone amplifier output. Bought wrongly and like to let go quickly.   https://headfonics.com/2018/09/smsl-dp3-review/,audio_visual,5.802118375377063,2.3978952727983707
1074,treasure_sniper,blackpods matte,80.0,1,3,Selling Blackpods Selling cuz I bought an extra online Fast deal 75 dollars,audio_visual,4.394449154672439,1.3862943611198906
1075,roundco,new macbook air 13 2020 a2179 a1932 pro 13.3 15 12 16 inch 2019 a2159 a1990 a1707 a1989 matte case protective hard covertop +bottom case,23.9,1,1,"FREE DELIVERY  Specifications  a.Apple logo cut out design ,Snap on design, easy on easy off  b.Plug your charger, cable or headset without removing the case  c.Super light-weight with smooth rubberized exterior texture to protect your MacBook from scrapes and scratches  d.Case Design lets you Open/",covers/cases,3.214867803470662,0.6931471805599453
1076,ezpz168,health tracker with alerts,25.0,1,3,"INCHOR WRISTFIT HR² Smart Fitness Wristband Colorful TFT Touch Screen Heart Rate Tracking Steps Distance Time Calories Health Sleep Monitor BT 4.0 Call Notification Sedentary Alarm  This is a colorful TFT touch screen activity tracker which includes features like time, activities tracking, notificat",others,3.258096538021482,1.3862943611198906
1077,nivlek045,i-master bluetooth 4.1 wireless speaker silver,20.0,0,2,"Condition: 10/10 (Opened up packaging to test only) Comes with following accessories: Casing, Clip-On Strap, USB Cable, User Manual  Retail Price: $42  Features: Bluetooth 4.1, Micro SD Plug & Play Material: Aluminium Battery Capacity: 500 mah Weight of Product: 308 g",audio_visual,3.044522437723423,1.0986122886681098
1078,gerald_chg,laptop cooler cooler master notepal a100,10.0,0,5,Mostly kept away. Blades abit dusty but still cooling.,computers/parts,2.3978952727983707,1.791759469228055
1079,keanetobuild,custom gaming budget pc desktop workstation rig editing pc,428.0,1,126,"CHEAP, 100% SERVICE, BRAND NEW, QUALITY BRANDS DO DROP AN ENQUIRY I REPLY FAST (WA 91724563) I build from Low-tier (as low as $428) to ultra tier performance rigs!  Tell me your: 1. Budget 2. Purpose 3. Comparisons and any particular needs? And I’ll optimise and reply with the specifications and pri",computers/parts,6.061456918928017,4.844187086458591
1080,roundco,new blue marble cover case for macbook air retina pro 11 12 13 15 touch bar 2018 2019 2020 a2179 a1932 a2159 a1990 a1707 a1706,28.9,1,1,"FREE DELIVERY  Attention:please check your model number on the bottom of your mac according to Model table and select the right size.Different model number corresponds to different sizes.  Specifications  a.Apple logo cut out design ,Snap on design, easy on easy off  b.Plug your charger, cable or he",covers/cases,3.3978584803966405,0.6931471805599453
1081,thesteadyauction,x9 wireless earphones,30.0,1,1,X9 Bluetooth Earphones. Comes with casing and extra buds.,audio_visual,3.4339872044851463,0.6931471805599453
1082,caraccessoriessg,8gb ddr4 ram 2666mhz,50.0,1,2,Selling 1 day old 8GB DDR4 2666Mhz RAM  Bought wrongly as i needed DDR3.,computers/parts,3.9318256327243257,1.0986122886681098
1083,westpickers,anker  soundcore liberty 2,120.0,1,18,"not the pro version  new set with warranty till March 2021  unbroken seal  great sound for the price, with app to have more control over your listening  sound out of the box, sounds close to the Sony's WF-1000XM3",others,4.795790545596741,2.9444389791664403
1084,laxsell,alarm clock with usb,20.0,1,1,"【 Large Display Clock 】-- With 6.5"" large screen and high-contrast display, This Digital Alarm Clock lets you check the time clearly at a glance even it is far from you. Slim and simple mirror design blends perfectly in your bedroom, Table office, etc. It can be hanged on the wall as a hanging clock",time,3.044522437723423,0.6931471805599453
1085,nicolechong11,notebook holder,10.0,1,1,Please see pictures for details. New because bought extra piece.,computers/parts,2.3978952727983707,0.6931471805599453
1086,xiayutian,olympus memory card reader,2.0,1,1,Support xD picture card  Can mail.,computers/parts,1.0986122886681098,0.6931471805599453
1087,sapphirepcs,rtx 2080 super + ryzen 5 3500 budget gaming pc desktop,1700.0,1,7,"-Business still operational- Registered Business! Windows 10 PRO ""Genuine"" included for all desktops Promotion! for 4k gaming or 1440p/144hz. Delivery service to doorstep $18-26 Warranty included. All New & Sealed- Picture for illustration! Bottleneck is minimal!  SPECS : -CPU: RYZEN 5 3500 ( 6C/6T ",computers/parts,7.438971592395862,2.0794415416798357
1088,roundco,"new soft notebook sleeve bag case for laptop macbook 11 12 13 15""16 2019 2020 a2179 a2141 a1707 a1989 a1708",19.9,1,2,"FREE DELIVERY  LIGHT GREY LAPTOP BAG - $19.90 DARK GREY LAPTOP BAG - $19.90  Light grey+Small bag - $24.90 Dark grey+Small bag - $24.90  SIZES: 11 inch 11.6 inch 12 inch 13 inch 13.3 inch 15 inch 15.4-16 inch  1.100% brand new and high quality. 2.Material: Woolen Felt. 3.Color:Light Gray, Dark Grey ",covers/cases,3.039749158970765,1.0986122886681098
1089,fabpat,fujifilm finepix 650,50.0,0,1,Others,others,3.9318256327243257,0.6931471805599453
1090,whitelephants.,daikin aircon remote controller,10.0,0,1,Others,remotes/batteries,2.3978952727983707,0.6931471805599453
1091,syeliset,bose companion 5,300.0,0,3,Excellent condition. Two speakers and Woofer with cables and HDMI cable,others,5.707110264748875,1.3862943611198906
1092,touchandgospecialist,uv mobile phone sterilizer jewelry mask headsets disinfection nano machine,25.0,1,1,UV Mobile Phone Sterilizer Jewelry Mask Headsets Disinfection Nano Machine,tablets/phones,3.258096538021482,0.6931471805599453
1093,thesteadyauction,bakeey xg13 tws bluetooth 5.0 stereo waterproof headset,29.0,1,1,Original Retail Price: $34  Bakeey XG13 TWS bluetooth 5.0 Stereo Waterproof Headset Wireless In-ear Hands-free Earphone With Charging Box - Black,audio_visual,3.4011973816621555,0.6931471805599453
1094,ststsells,apple time capsule 2tb,80.0,0,1,"Not sure what this is but I never used it before nor do I know how to use it But it is an Apple Time Capsule 2TB  Although not used, it’s slightly old, so selling for cheap",others,4.394449154672439,0.6931471805599453
1095,salespromotion,wholesale of electronics and gadgets:,14.0,1,23,Be your own BOSS today at your own comfort level. WHOLESALE of electronics and gadgets:)  Am here to do LONG TERM BUSINESS with you :) pm me to order or even enquire !!,others,2.70805020110221,3.1780538303479458
1096,jonjcchua,sony wf-1000xm3,250.0,1,1,Bnib.  Industry leading Noise Cancellation wireless headset.   Supports Google assistant,others,5.5254529391317835,0.6931471805599453
1097,bluebell2008,camera bag,12.0,0,1,"Pre-owned camera bag   Brand : EOS  Measurement :  17.5cm x 22cm x 11.5cm  In good condition   Self collect at Hougang St. 91, postal code 530973",audio_visual,2.5649493574615367,0.6931471805599453
1098,thesteadyauction,f9 wireless earbuds,20.0,1,1,F9 Wireless Bluetooth Earphones.,audio_visual,3.044522437723423,0.6931471805599453
1099,jarylchan,amd xl mousemat,15.0,1,1,Got as free gift with ryzen cpu  No use for it hence selling            Tags: cute mousemat amd anime long mousepad,computers/parts,2.772588722239781,0.6931471805599453
1100,terminator69,integrated tube amplifier,2299.0,0,3,- Trafomatic audio model experience elegance - Integrated tube amplifier - First owner. Well taken care - Serious enquiries only ,audio_visual,7.7406644019172415,1.3862943611198906
1101,mohamed.rizvi,refurbished laptops,499.0,0,1,Laptops,computers/parts,6.214608098422191,0.6931471805599453
1102,+wen+yseven,"mini spy cameras hidden, 1080p hd usb charging camera, small indoor outdoor",35.0,1,1,"❗️Only 1 set.  Brand new complete set with box and manual. Mini Spy Cameras Hidden, 1080P HD USB Charging Camera, Small Indoor Outdoor Nanny Cam, Home Security Cameras with IR Night Vision, Motion Detection for Baby/Elder/Pet/Nanny- No Wi-Fi Needed. Selling Cheap. Kindly check the link below for mor",keyboards/mouse/chargers,3.58351893845611,0.6931471805599453
1103,melvinwong247,unblock tech gen 6 upro2,110.0,0,1,In good working condition. Selling due to change. ,others,4.709530201312334,0.6931471805599453
1104,roundco,new new air 13 2018 a1932 macbook pro 13 15 16 inch 2019 touch bar a2141 a2159 a1707 a1989 a1990 a1706 a1398 a1502 case keyboard cover with logo cut,25.9,1,1,FREE DELIVERY  MODELS: A1932 2019 2018 Pro 13 With TouchBar New Pro 13 A1708 Pro 15 （A1707 A1990） Air 11 (A1465/A1370) New air13 2020 A2179 (A1502/A1425) Retina 15 (A1398) New Pro 16inch A2141 Air 13 A1466  1. please check the model carefully before order. but you can find other model in our store. ,covers/cases,3.292126286607793,0.6931471805599453
1105,simplelife101,i7 dell laptop.,270.0,0,3,I am selling one Dell laptop working without any problem. Good for use by everyone. Have Microsoft office and windows 10. Power Adaptor is also included. Self collect at Marsiling mrt. Thank you. ,others,5.602118820879701,1.3862943611198906
1106,first_best,sandisk extreme portable ssd e60 ★ 1tb ★,175.0,1,13,"Hi, customer. Usually, delivery takes about three to four days.  I want the best safe and best deal.  You can buy it only when you send a message. If you want to buy, please send me a message. I don't deal with people who don't send messages 634868559 ",computers/parts,5.170483995038151,2.6390573296152584
1107,jennqiqi,linksys router,40.0,1,13,Others,others,3.713572066704308,2.6390573296152584
1108,_drxh_,wireless 4.3'' monitor backup camera kit ip68 waterproof rear view reversing camera for car/suv/minivan/pickups/smaller truck night vision guide lines on/off,55.0,1,8,"Wireless system ---- Newest wireless technology, the monitor and camera auto connected wirelessly, you don't need pull long cables from camera to monitor, no wiring inside the car, quick and quite easy installation. Clear pictures --- Designed uncompressed transmission method, monitor can give more ",audio_visual,4.02535169073515,2.1972245773362196
1109,ah-mon,brand new battery charger for car,40.0,1,5,Brand : Potek  Model no. : BC88-BS,keyboards/mouse/chargers,3.713572066704308,1.791759469228055
1110,90gadgetz,fitbit versa black authentic,150.0,1,5,"FITBIT VERSA BLACK (AUTHENTIC) EXPORT SET Continuos heart rate Tracks light sleep, REM sleep SmartTrack auto exercise recognition Water resistant up to 50 metres Contactless payment Connected GPS Stores and plays music Dynamic personal coaching Female health tracking Call, text & smartphone notifica",others,5.017279836814924,1.791759469228055
1111,semibreve,"""midnight bluecompatible for samsung galaxy watch bands 42mm,soft sport silicone 20mm replacement wristband strap compatible for galaxy watch 42mm,galaxy watch active 40mm """,19.0,1,2,"1. Compatible for Samsung Galaxy Watch 42mm/Samsung Galaxy Watch Active
 
 
 
 2. Easy to install and size,with quick release spring bars,it can be taken on and off in seconds, no tools needed,innovative pin-and-tuck closure is secure for everyday use.
 
 
 
 3. Multi Choices:Various colors for your",time,2.995732273553991,1.0986122886681098
1112,pokka_88_,"lowest in market : sony cmt-x5cd 
hi-fi system speaker with bluetooth/nfc 40w/ s-master digital amplifier/ clearaudio+/dsee/remote control",150.0,0,9,"Lowest in Market : Sony CMT-X5CD  Hi-Fi System Speaker with BLUETOOTH/NFC 40W/ S-MASTER Digital Amplifier/ ClearAudio+/DSEE/Remote Control  Excellent conds , working perfectly as Bluetooth speaker except the CD functions, a CD stucked inside the CD slot , selling cheap due to this.  Retails $349, se",audio_visual,5.017279836814924,2.302585092994046
1113,wilson2016,fitbit charge 2 leather band - new original,20.0,1,8,Brand new in box   100% original   Fitbit Charge 2 Geniune Leather band.   Brown Color   Available in Large & Small size.   Free delivery by post thanks. ,keyboards/mouse/chargers,3.044522437723423,2.1972245773362196
1114,la.lola,lenovo thinkware,100.0,0,23,"Selling just the CPU, specs as listed below   Windows 10 Pro (64-bit) Intel Pentium Dual-Core E5500 2.80GHz 3GB RAM Intel G41 Graphics 500GB HDD",others,4.61512051684126,3.1780538303479458
1115,electronic4you,"s1,ab5 louvra glass pendant lights vintage amber glass pendant ceiling light smoked glass cylinder lampshade e27 base industrial hanging lighting lamp for living room restaurant",16.0,1,8,"only has 1  https://www.amazon.co.uk/Louvra-Industrial-Lighting-Restaurant-Included/dp/B07DK9KLJG?th=1  💡 Glass Lampshade Height 29cm/11.42 inch, Ceiling Base 10cm; Adjustable hanging black cable 100cm. Recommended room size 10-15 ㎡. 💡 Modern Industrial Vintage Pendant Light with amber glass lamp sh",lights,2.833213344056216,2.1972245773362196
1116,salesbyvolume,hp officejet pro 6970 all-in-one printer,200.0,0,3,"Count on remarkable value for your color printing needs. Spend up to 50% less per page compared with lasers,[3] and produce the color and black text output you need to keep your business humming. Manage your budget with professional-quality color at up to 50% less cost per page than lasers.[3]  Easi",printers,5.303304908059076,1.3862943611198906
1117,zeppelinandco,lotoo | paw s1 expected end may,229.0,1,3,Specification: https://zeppelinandco.com/collections/first-collection/products/lotoo-paw-s1,tablets/phones,5.438079308923196,1.3862943611198906
1118,lyudongxu,macbook pro 13,800.0,0,13,Noise from the positive speaker  左侧喇叭有杂音 配件已买在路上   品相完美 无划痕 无磕碰。带保护套,computers/parts,6.68586094706836,2.6390573296152584
1119,below10,32 in 1 precision interchangeable magnetic screwdriver set mini screwdriver bits,9.99,1,22,"Features:
 32-in-1 Bidirectional Operation Precision s crew d river manual tool set.
 Professional portable hardware tools.
 Non-slip handle,it have been ergonomically designed to make things comfortable for Increase the torque.
 High hardness and good toughness and resistence.
 Full set of 32 batch",others,2.39698576841553,3.1354942159291497
1120,ongbengheng,electronics and gadgets 100kg promo 🔥,7.0,1,9,"Amazon UK Pallets!!!   $7/kg  100KG available!!   Best for auction or for those who want to start their online resale business!!   Don't wait for opportunity, create it!!  P.S Picture for illustration purposes only!!  #Electronic #tablet #samsung #pallet #sale #cheap #promotion #gadgets #headphone #",others,2.0794415416798357,2.302585092994046
1121,taeye0n,dell laptop e5450 i5,330.0,0,43,Dell Latitude E5450 i5-5300U Ram 8gb Harddisk 500gb  Powerful speaker  tags: refurbish refurbished laptop computer screen dell acer hp ,computers/parts,5.802118375377063,3.784189633918261
1122,lol1984ll67,surface pro 4 - i5,400.0,0,18,No box.   Keyboard touch panel left and right click function not working.  Window 10 Pro. No MS Office.,others,5.993961427306569,2.9444389791664403
1123,goodsfortrade,gopro hero 3,98.0,0,22,"Selling my used, GOPRO hero3. Conditions of the gopro is about 9/10, pretty new as I seldom use it, bought it for my wife birthday but it's always been kept in the box. Everything is included, even micro sd. Click the picture above to view the condition.    Low baller please, stay clear.   Thanks al",audio_visual,4.59511985013459,3.1354942159291497
1124,orion.systems,i7 9700f + rtx 2070 super 8gb gaming desktop,2275.0,1,36,Desktops come with Windows 10 Pro Operating System! ☄️ Budget Performance Gaming or Office Desktop! ⚡️Modular & Upgradable  💫 Extensive Warranty Included!   Specifications: ⚔️ • Intel Core i7-9700f • Gigabyte Z390 Gaming X • Corsair H100i RGB Platinum Liquid Cooler • Corsair Vengeance RGB Pro 16GB 3,computers/parts,7.730174795246222,3.6109179126442243
1125,kingsdesignstudio,fitbit ionic,250.0,1,2,"Bought oversea, never wear before.   About this item  Imported Start dynamic personalized workouts on your wrist with step by step coaching. Synchronizing range: up to 30 feet. Certain features like smartphone notifications may require android 5.0 plus. Syncs with mac os x 10.6 and up, iPhone 4s and",others,5.5254529391317835,1.0986122886681098
1126,xiayutian,micro usb cable,1.0,0,1,Male USB A to male micro USB.  I have 4 cables  Can mail.,cables/adapters/switches,0.6931471805599453,0.6931471805599453
