Seller,Product,Price,Quality,Likes,Comments
chenshangyu,I5 7400/8GB/120GB SSd,370.0,0,4,"Most parts are new or pretty new Case: Aftershock bolt mid tower, with tampered glass, 5 fans, bnib CPU: I5 7400  MOBO: Asus H110M-A/M.2 (M.2 pcie 2.0 supported) GPU:  AMD HD 6950 RAM: DDR4 8GB (2 * 4GB) 2666MHZ Storage: ADATA 120GB (new with box) PSU: Cooler Master 500w Windows 10 pro, office could"
fatboyauction9672,"SoundPEATS TrueCapsule Wireless Earbuds TWS Bluetooth Earphones in-Ear Mono/Stereo Bluetooth 5.0 Earbuds Wireless Headphones with Upgraded Microphone (Smart Touch, IPX5, 24 Hours Playtime)",36.0,1,21,"PLEASE NOTE BEFORE BUYING: 1. Our warranty covers locally 7 days any issue (spoilt, not working) = refund or exchange no question asked. 2. We do not offer warranty for cosmetic defects (dents, small scratches etc.). 3. All our products are QCed and its original packaging may be damaged or not perfe"
limyiqian,Yamaha 3-way Bass-Reflex Tower Speaker System (in good condition),700.0,0,20,"3-Way Bass-Reflex Tower Speaker System. The EF (Elliptical Form) Series feature Waveguide horns, PMD (Polymer-injected Mica Diaphragm) woofers and highest quality internal Monster Cable wiring for total enjoyment of digital movie sound and music sources, plus elegant Yamaha traditional piano finish "
lalalalaashd,"Microsoft surface pro 3 with dbrand skin (Intel i7, 8gb ram, 512gb ssd, Windows 10 pro) touch screen (with screen protector) laptop tablet (comes with two keyboards)",525.0,0,56,"Selling my beloved surface cuz no longer using 😢 comes with type c to surface connector, third party Microsoft pen protocol certified pen, charger and d brand skin. Trade in is welcomed (gaming laptop?)   Touch screen - works perfectly fine & comes with a screen protector  Keyboard - works greats bu"
tckoo1411,"Wecube ST2770 LED IPS 27"" 2k monitor",210.0,0,11,"Have a set of Korea ips 2k monitor for sale. Does 2560 x 1440 resolution. 4 inputs for video, Dual link dvi, vga, rgb and hdmi. 1 Audio in and 1 out. Brand is wecube, model is ST2770. Comes with dual link dvi cable, stand and power adaptor. 27"" and uses lg ips panel. In good working condition.  http"
cheapdonger,Samsung galaxy buds SM-R170 Wireless In-Ear Headset Bluetooth Earphones,30.0,1,12,Brand new only open the box to test the buds. Noted its not the real buds. Fixed Price
all.gadgets,"Solar Garden Lights, 60 LED Outdoor String Lights Crystal Ball Fairy Lights Solar Powered 30Ft Waterproof Decorative Lighting for Garden, Patio, Yard, Home, Christmas [Energy Class A++] - Warm White",30.0,1,2,"Features & details  【60 SUPER BRIGHT LED LIGHTS】The transparent crystal ball design of 60 led, make this solar Fairy lights brighter and versatile. This solar string lights built-in 1.2V 800mAh rechargeable Ni-MH battery, with higher energy conversion rate, charging the light during the day for 4-6 "
soar.universe,USB Rechargeable Speaker Bicycle Waterproof Bicycle Light,21.0,1,4,"Speaker Bicycle Headlight Bike Front Light 5W 300 Lumens USB Rechargeable Double Led Beads Lamp with Horn   Main Features: FUNCTIONAL DESIGN. It is a bicycle headlight, also a horn. One device, two functions, integrated by one controller made of silicon rubber. GREAT PERFORMANCE. The maximum decibel"
theluxori,"Bang and Olufsen Wireless Earset, Black [BNIB]",340.0,1,1,"The Bang and Olufsen Wireless Earset earphones have a decidedly retro look, and don't seal off your ear canals like many others. They pack a substantial sonic presence, with rich lows and a warm sound.  *Item is brand new with FREE delivery provided."
silinpp,Replacement Remote AKB72914293 for LG TV Compatible for various products,10.0,1,3,Compatible with AKB74915309 AKB72914296 AKB72914209 AKB72914202  AKB72914293 for LG TV Universal Remote compatible with AKB74915309 AKB72914296 AKB72914209 AKB72914202  No need to adjust: replacement remote control. No programming or configuration required. easy to use. Requires 2 AA batteries (not 
sapphirepcs,FSP HYPER K 600W 80+ CERTIFIED PSU,79.0,1,19,BNIB!  600W FSP HYPER K - 5 YEAR WARRANTY -up to 85% same as bronze  Specs : https://www.fsplifestyle.com/en/product/HyperK600W.html  QTY : 7  TAGS : #PSU #HYPERK #FSP #POWERSUPPLY #600W #600WATTS
gchord,Pioneer A6 amplifier,250.0,0,7,Very good condition no box comes with remote only.Please Google for info PRICE FIXED no further discount.I have a $4.5k amp and this amp is pretty good compared to it.A value buy if you are starting out on your Hifi   experience
mgnumnum,NEW Epson L220 3 in 1 Printer INK TANK,220.0,1,11,"NEW Epson Printer  Great cost savings with INK TANK  Great for printing for work or children’s school work during this CB period!  Retails $340 on Qoo10, my loss your gain.  Very low cost for both color ($0.005) and ($0.002) black prints!   https://www.google.com.sg/amp/s/iprice.sg/compare/epson-l22"
destiny2gamingbuild,"MSI Optix G24C4 23.6"" 144Hz FHD Curved Gaming Monitor",300.0,1,23,"- Self collect at my place at Blk 435 Hougang Ave 8 Postal 530435  - Delivery at additional charges  -----------------------------------------------------------------------------  MSI Optix G24C4 23.6"" 144Hz FHD Curved Gaming Monitor Brand new sealed set 3 years onsite pick up local warranty Fixed P"
game.onz,GAMEMAX VP-700 700W PSU 80+ WHITE VP700 COMPONENT,75.0,1,6,"AUTHORISED DEALER, BRAND NEW IN BOX,  LOCAL WARRANTY 2 YEARS  http://www.gamemaxpc.com/product/showproduct.php?id=677  TAGS #GAMEMAX #POWER SUPPLY #POWER #PSU #POWER SUPPLY UNIT #80+ #WHITE #80+ WHITE"
waccccc,BNIB Gigabyte 750W 80 plus Gold modular PSU,140.0,1,6,Modular Design High quality 100% Japanese electrolytic capacitors 140mm smart control fan 80 Plus Gold certified Single +12V rail Supports NVIDIA SLI / AMD CROSSFIRE 5 years warranty from Bizgram
allmand,Panasonic NCR18650B 3400mAh Li-!ion Battery (Made in Japan),6.0,1,3,100% Genuine Panasonic NCR18650B 3400mAh Unprotected Li-ion Battery. Made in Japan. Limited quantity for both Flat-Top & Pointed tip use with  flashlights like Nitecore / Fenix and DIY Power Bank. Batch tested and excess stock from bulk orders. Price to clear and the best deal in Carousel.  2 pc at 
timoothy,Dunu Noble furutech occ/silver cable for iems  0.78 2pin,100.0,0,18,Selling this outstanding cable come with 4.4 3.5 2.5 connectors  Price fixed 
catchingwaves,Notepal CMC3 Silent Fan Laptop Cooling Pad,25.0,1,5,230MM big fan ergonomic angles for typing Anti slip design  Ideal cooling fan for laptops! New and unopened
tinman789,Aftershock Forge 15R with AMD 3600 & RTX 2060 & Windows 10 installed + gaming mouse from aftershock,1850.0,1,19,selling the Forge 15 R which i received on the 13th of May 2020.   totally brand new. opened to try a few games. comes with box etc and also the gaming mouse pad.   will package it back it back like how it came.   bought at 2000 sgd. selling at 1900.  reason for selling is that its too big for my li
avlfx.com,Tannoy GOLD 5 Premium 200-Watt Bi-Amplified Nearfield Studio Reference Monitor (Each),299.33,1,25,"Official Tannoy Singapore distributor stock listing - Prices are fixed & tax invoice will be provided. Prices listed are GST inclusive. Payment options: Cash payment or PayLah/PayNow.  Whether you’re recording, editing, mixing, or mastering audio, a truly great studio reference monitor design needs "
7daydeal,UGREEN (AV141) 3.5mm TRRS (Male) Splitter Cable to 3.5mm TRS Microphone (Female) + 3.5mm TRRS Earphone (Female) (0.2m),20.0,1,20,"1 Year Warranty.
 
 💳 For mail order, please purchase from our website at www.7daysdeals.com/ugreen-av141-35mm-trrs-male-splitter-cable-to-35mm-trs-microphone-female-35mm-trrs-earphone-female-02m
 
 
 📷PRODUCT INFORMATION:
 
 The UGREEN (AV141) 3.5mm TRRS (Male) splitter cable allows you to connect "
ameliawibisono,"Microsoft Surface Pro (5th Gen) (Intel Core i7, 16GB RAM, 512GB)",1350.0,0,12,condition 9.5/10 as its always protected by casing.  comes with keyboard+ casing+charger only.  high specs. not for low ballers. if you want lower price please get the 8gb ram+256 gb from other sellers.  would consider trading with equivalent value and specs of gaming laptop.
jtvxz,Beyerdynamic DT770 pro 250ohms,150.0,0,54,Beyerdynamic dt990 250ohms for sale. Condition 9/10. Selling as is. Everything still well!  Meetup locations can be discussed!
treoo,"Shure EAYLF1 Yellow Foam Sleeves Ear Tips for Shure, Westone, Brainwavz (5 Pairs)",59.9,1,3,★ True high accuracy sound experience ★ Metal earpieces with anodized finish ★ Assortment of eartips for the perfect in-ear fit ★ Detachable cables allow for easy replacement ★ 35+ dB of natural external noise isolation  ☆ Usual Price at: $59.90 ☆ Warranty period: NIL ☆ Colours Available: Yellow ☆ P
@@shopaholic@@,Projector,80.0,1,2,Brand new  Specs mentioned the photo
fa.ithhh,Keyboard and Mouse Adapter,15.0,0,3,"Delta essentials FPS Games Keyboard and Mouse Adapter for PS4/PS3/Xbox One/Nintendo Switch Compatible with Call of Duty RainBow Six Siege  The Adapter enables you playing almost all console games with Keyboard&Mouse instead of Game Controller on Nintendo Switch, PS4, Xbox One. Especially perfect for"
krsleo,AKD AC/DC Adaptor,4.0,0,1,AKD AC/DC adaptor. Very good condition - like new. Output: DC12V - 1.0A. Connector Head Size: Outer: 5.5mm; Inner: 2.0mm. Collect from Bukit Batok. Thank you.
anandranchi,4K MeCool BB2 PRO Android TV with Kody/HDMI cable,45.0,0,1,"WhatsApp 81680701 4K Android TV by MeCool BB2 PRO Kody already installed With 1 HDMI cable Full refund if any issues in 4 weeks Powerful device, can play all types of Videos Can wirelessly play all video from your PC Bluetooth headphone support Android 6.0 Marshmallow 3GB DDR4 RAM 16GB onboard stora"
ottor,Seasonic 620W PSU,75.0,0,7,Reliable brand. Good working conditon Seasonic 620W Bronze Plus power supply unit for PC. Generally clean condition. No box and warranty. Item has been nicely packed.  Modular with following cables:  📌 PCIe (6) x 1 📌 PCIe (6+2) x 1 📌 Sata (3) x 2 📌 Molex (3) x 1   Attached to PSU:  📌 Motherboard mai
dibodiiii,Original Apple earpiece ,30.0,1,1,Brand new wired earpiece that came with my new iphone .
starry-nite,Nuforce S1,100.0,0,2,Superb desktop speakers for Mac or PC. Excellent condition. Comes with all the necessary cables. For Sale also matching amplifier Nuforce Icon.   The S-1 is a desktop speaker specifically designed to work with the NuForce Icon. Offering a tremendous desktop/audio experience sought after by devout au
neonspace,"Desk Lamp, Table Light Industrial Loft Style Retro Metal Pipe Wood Base with Black Cage Shape 1-Light Fixture",39.0,1,5,"☑️ TOP UP FOR DELIVERY  ALL ITEMS LISTED ARE IN STOCKS      Retail price: $84.16    Category: Table Light / Desk lamp / Reading lamp / Bedlamp  Usage: Indoor Lighting, Hallway, Room, Living room, Kitchen, Warehouse, Barn, Hotel, Bar, Meeting room, Restaurant  Style and shape: Industry / Vintage / Si"
jnj.sg,"Apple Watch Charger, iWatch Charger Replacement Charging Cable,Magnetic Wireless Portable Charger Pad 3.3 ft/1.0m Charging Cable Cord Compatible with Apple Watch Series 4 3 2 1 for All 38mm 42mm",5.0,1,51,Apple Watch MFI Magnetic Charging Cable  Apple Watch magnetic charging cable features in well-made design with strong magnetic.  This apple watch wireless charger is easy to magnetically snap into place automatically and perfectly compatible with all Apple Watch models.  The apple watch 1 charger is
lzh005198,cooler master cooling pad,15.0,1,12,cooler master cooling pad. one of the best brand from china     five angle adjustment.  fan speed changeable.       build - in USB port  more details pm. price negotiable self collect only
+wen+yseven,Automatic Smart Car Battery Charger Pro,70.0,1,16,"❗️ 1 piece only.  Brand new full set with box and manual. Pro Charger Automatic Smart Battery Charger Pro for Car Batteries. Selling cheap, Ctek will cost you few hundred dollars. Kindly check the link below for the full details if this item. Thanks  ✅ Over-charge Protection ✅ Over power protection "
puji_lestari,Soni Gear Evo 5 Pro for Sale,32.0,0,4,"Soni Gear Evo 5 Pro for Sale.  If keen please msg me, thanks."
monkeystall,MiiKARE Adjustable Laptop Stand for Desk Portable Lightweight Notebook Holder Foldable Desktop for Riser Table Tray Mount Ventilated Ergonomic Height Storage Bag Included Black,38.0,1,11,"BRAND NEW IN BOX  ►【WIDE COMPATIBILITY】: Universal laptop stand supports laptops from 11 to 17 inches. ►【ADJUSTABLE DEGREE & ADJUSTABLE STUDS】 : To accommodate and fix different thickness laptop, the adjustable studs where the laptop sits can be pulled up. Adjustable laptop stand can lift the laptop"
sjoker2x,TFUE’s mouse Endgame Gear Xm1 Gaming mouse,70.0,1,6,"Endgame Gear Xm1 Gaming Mouse Used by (TFUE) Popular Fortnite Pro  One of TFUE’s TOP three mouse of choice. Mentioned during one of  his twitch streams, go check if you don’t believe!  Ultra-lightweight construction of 70 g total weight  Pixart sensor with up to 16,000 CPI  Pre-sorted switches for a"
aspy21,Aroma Audio ACE Universal IEMs,3880.0,0,13,"Purchased in Jan 2019 with full box set, receipt and warranty  I’m absolute mint condition due to low usage   Interested pls wassapp 9871 3481  *Low ballers pls stay away. No Trades"
deedy90,Apple Iphone headphone jack,15.0,0,1,used working condition
viiperpc,MSI Optix G27CQ4 27inch Curved WQHD 165Hz Gaming Monitor / 2560x1440 / 1ms / Adaptive Sync / VA panel) (Warranty 3years with MSI Agent),489.0,1,8,Brand New 3 Years 0n-site Warranty
g-lam,APPLE Airpods Pro BNIB New Sealed Warranty 1 Year,339.0,1,2,"This is a brand new and authentic item from APPLE. Item is sealed in its original packaged condition, and comes with 1 year Apple international (Singapore inclusive) warranty until May 2021 (inclusive).   **Free silicon case will be given**"
orangetech,Desktop PC i5-4440 8GB ram,400.0,0,20,Selling used desktop. Parts below:  Coolermaster case Asus H81M-A motherboard Intel i5-4440 CPU 3.1Ghz 8GB Corsair ram Coolermaster 550w PSU 1TB hdd Windows 10
daewatch,Ceiling fan,35.0,0,9,"I have the above fan but in dark brown for sale ..38-40 inches in size . Good for bedroom .  If not working , just return within a week , 100% refund :)   I have 2 available both are used . Self collect at Amk ave 10 Blk 554.   "
julianlod,Printoss Smartphone Photo Instant Printer: Japan Best Toy 2017,35.0,1,1,Brandnew Printoss Smartphone Photo Instant Printer. 
luricas8888,2018 13” Macbook Pro 512 SSD Touch-Bar,1680.0,0,1,"2018 model 13” with 4 USB-C ports. 237 charge cycles, everything working fine (incl. keyboard) Condition 8/10 - some dents and chipping around the body Comes with box, cable and charger Note: Eligible for keyboard replacement program  This is the one of the cheapest 13inch macbook pros with a QUAD C"
mercilesssouls,Logitech Bluetooth Keyboard,12.99,0,42,Used a few time for work. Selling because not using anymore. Relatively new. Received this just end of last year only.  Battery still works well.
toyourdoorstep,Bose SoundLink Mini Bluetooth Speaker,120.0,1,19,Advanced audio performance delivers a full-range listening experience The most compact speaker from Bose easily goes where you go Wirelessly connects to your Bluetooth device Rechargeable battery plays up to 7 hours
playforce,MacBook Air 2012 13 128GB - Apple MacBook Air 2012 13 i5 4GB 128GB,599.0,0,14,"Apple MacBook Air 2012, 13-inch i5 1.8GHz, 4GB Memory, 128GB SSD  Details . Overall mint  . 1 month warranty  Includes . Laptop & Charger  Specifications . Model: Mid 2012 . Intel(R) Core (TM) i5 1.8GHz . 4GB Ram . 128GB SSD . 13.3-Inch (1440 x 900) . Intel(R) HD graphics 4000 . BackLit Keyboard  Pl"
sapphirepcs,RTX 2080 SUPER + RYZEN 5 3600 GAMING PC DESKTOP,1800.0,1,4,"-Business still operational- Registered Business! Windows 10 PRO ""Genuine"" included for all desktops Promotion! for 4k gaming or 1440p/144hz. Delivery service to doorstep $18-26 Warranty included. All New & Sealed- Picture for illustration!  SPECS:  CPU: RYZEN 5 3600 ( 6C/12T ) - better than i7 8700"
thriftgadgets,Enacfire Future Plus #newbiemay,59.0,1,2,"‼️Bluetooth 5.0 Wireless Headphones, ENACFIRE Future Plus Wireless Bluetooth Earbuds with 104 Cycle Playing Time IPX5 Waterproof for Sport One-Key Control Hi-Fi Sound Quality Stable Connection.  •	【EXCLUSIVE SOUND QUALITY】Features with the most advanced Bluetooth 5.0 technology ensures an incredible"
gamingspecialist,"3A 1839 (USED) Sancusto Dehumidifier for Home, 2.5L Capacity Compact Electric Air Dehumidifier Auto-off Silent Operation, UV Light for Mould Moisture for 22㎡ Small Rooms Bathroom Bedroom Office Wardrobe, 500mL/D",65.0,0,2,"💬 CHAT TO BUY WHEN YOU HAVE DECIDED ON PURCHASE.  -SELF COLLECTION/ REGISTERED DELIVERY ONLY. (Please arrange with us before coming, as item might not be available.)  ✅ Please kindly read through the description of product given. (Items are exact to picture listed, unless otherwise stated)   PS. I w"
matthewseet,Selling Netgear RAX40 AX3000 WiFi 6 Router,160.0,0,5,Router in excellent condition.  Excellent wall penetration and coverage.  Less than 6 months old. Comes with receipt and original box. Please don't ask for best price. Offer if you are keen.
supersystems,"Tecware Phantom 87 RGB 87 TKL Tenkeyless Mechanical Keyboard, Outemu Switch ( Blue or Red or Brown )",54.0,1,100,BRAND NEW IN BOX  LOCAL WARRANTY  Model  Phantom 87 RGB  Phantom 104 RGB  Dimensions  361.5 x 133.5 x 40.1 mm  444.5 x 133.5 x 40.1 mm  Weight  0.95kg  1.14kg  Layout  87 Tenkeyless  104 Keys  Rated Voltage  5.0V / 300mA  Switch Lifespan  Cable Length  Frame  Black Plastic Body / Gunmetal Alloy Back
sggoodgood,Huion H610 Pro V2 Graphic Drawing Tablet Tilt Function Battery-Free Stylus and 8192 Pen Pressure with 8 Pen Nibs,90.0,1,39,"OS Android 6.0 Supported -You can easily connect your phone to the tablet with the OTG connector after firmware UPDATED (Purchase OTG connector separately); ONLY mobile phone and tablet powered by Android 6.0 or above are supported, while iPhone and iPad are NOT at the moment. NOTE: The cursor will "
robink,Apple Airpods,200.0,1,1,Totally BNIB with wrapper intact
jim_active-electronics,DVD-R Discs,2.0,1,1,Selling 8 DVD-R discs for $2.
alvim,Airpods gen 2 left side,60.0,0,11,Looking for trade with the right side .
ukeda,Gaming Mouse Pad,5.0,1,1,Gaming Mouse Pad  
ridzwan.jalil.3,foxnovo soundbar bt808,20.0,0,5,packaging open Bluetooth applicable slight negotiable
hellok9,Sony Mini Disk,5.0,1,1,New & unopened.  80mins recording time.  Made in Japan.  Get all 3 for $15 & free delivery.   No meet up till after Circuit Breaker period. 
kerwinwzy,Bedside Speaker for Echo Dot 2nd Generation with USB Charging Port and LED Clock,40.0,1,1,"Bedside Speaker for Echo Dot 2nd Generation with USB Charging Port and LED Clock (Heather Gray/12 hr Display)  ✔️ ALL-IN-ONE SOLUTION – The Roost combines with the Echo Dot to make the perfect smart alarm clock), adding an LED clock face, stylish fabric grill and premium speakers so you can wake up "
mavyapsy,(AUTHENTIC) INSTOCK BNIB Shure SE215 SPE ,95.0,1,167,"Genuine shure SE 215 LTD EDs, Comes sealed in a box. I have purchased this before and can confirm its legit, I'm willing to offer a full refund if you can prove it's not. 100% genuine or your money back, guaranteed.  Postage, extra $1.50  Can deal in Tampines or NTU or anywhere along the green line "
overkill.red,Final Audio LAB 1,750.0,0,4,"Selling a pair of lightly used Lab 1s. Has been sitting in a drawer since I got my custom IEMs/headphones. In perfect working condition.  No accessories, just the IEMs and the original box, sorry. Meetup at Holland Village. Delivery also available."
chicken_rice888,TDK Clock ⏰ Radio 📻. ADS-2P-BLK. FM radio,5.0,0,1,Clock ⏰ Radio 📻. ADS-2P-BLK. FM radio. Black With USB charging outlet. Come with antenna wire built in. And original power plug 🔌.  Condition:3/10. $5/- let go if u pick up at my location.  You can use  it as a work radio in office or shop. Or Line in as a external Speaker. The speaker 🔈 is still su
daeng_vicinity,Motorbike & Car 12v battery pulse charger 5A,45.0,1,5,"Used only once.  1. This is a fully automatic battery charger with 3 charge stages. 2. Automatic charging protects your battery from being overcharged. So you can leave the charger connected to the battery indefinitely. 3. 3-stage chargers are suitable for most battery types including Calcium, Gel a"
goobakmi,"Oriolus Oriolus Hybrid iem Dynamic + balanced armature hybrid, 4 drivers and three-way",550.0,0,18,Great condition 1st Gen Oriolus Hybrid in ear which I have been keeping as it has a special sound signature which I like.  Decide to let go as hardly been using for pass year.   Bought in 2016 in japan and still in great working condition.   Sound very close to FitEar Togo 334 and AKG 3003 in my opi
loveme,Kuvings  blenders & juicers B6000,200.0,0,1,Original Kuvings brand bought from Ngee Ann city Takashimaya at $700. Model NS-621CBS2 or also can call it B6000. Come with manual instructions and booklets. Working in excellent condition. Some parts never been used. Self collect at Haw par villa station. Item sold none refundable as I am selling w
pricelion,Hard Carrying Case Cover Storage Bag for JBL Flip 3 Bluetooth Wireless Speaker at retail shop,15.0,1,33,please self collect at our shop at orchard plaza 05-32/33 sms to 90889737 no time reply at coursell
firisu,"BNIB Cooling Pad,NUOXI M2 Mute 2 Fans Computer Cooler Laptop Stand Fans Rack Notebook Radiators Bracket 14 to 17 Inches,1200RPM",29.9,1,52,"Mute: NUOXI M2 Cooling pad using mute fans that make less noise while your laptop is radiating, suitable for office staff and gamer. Fast and Lasting Heat Dissipation: This radiator adopt large area heat radiating iron net that it is beneficial to reduce windage so that to improve radiating proforma"
jon_ng,Palit Gtx 1070 8GB,260.0,0,31,"bought 29/11/2017, come with 3 years warranty. Condition, good as new. Check out the photo.. Tested working with 3 days personal warranty.  Fixed price.."
unicorndram,13” MacBook Pro 2015,850.0,0,15,In good condition as seen in photo. Healthy Battery cycle count @ 291  Selling as I have upgraded to the 16”. 
andigitallock,DIGITAL LOCKS BUNDLES [FREE INSTALLATON!],8.0,1,31,"Samsung SHP-DP728(Bronze) Door Lock + Kaiser Gate Lock : $1199
 
 Hafele EL8000 Door Lock + Hafele ER4600 Gate Lock : $888
 
 Hafele PP8100 Door Lock + Kaiser Gate Lock : $1199
 
 Gateman WV42 Add-On Door Lock + Gateman WV42G Gate Lock : $588
 
 Samsung SHP-DP609 Smart Door Lock + Kaiser Gate Lock :"
hoach,Airpods Pro,325.0,1,13,"Selling a brand new in box Apple Airpods Pro!  100% authentic, with 1 year warranty by apple.com  More than 500+ positive feedbacks, buy with confidence!"
livextreme,Corsair Vengeance RGB PRO 16GB 3200MHZ,154.0,1,7,Corsair Vengeance RGB PRO🔥 8GB 3200MHZ(2PCS) 🔥 Reliable🔥 Direct Supplier🔥 DELIVERY: Orders Collated Every Friday 5Pm🔥 Delivery: Less than a week (Express Delivery)$10 Next Sunday/Monday (Standard Delivery) FOC🔥 Payment Mode: Paynow/Paylah🔥
laptoprepairsgboy,Digital lock/ HDB keyless mail/letter box lock,65.0,1,68,⚡Smart digital letter box lock🔒 🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟 -Smart home users can do away with traditional keys -fully customisable from 4 to 15digit password.  -Does not need to modify existing letterbox; completely compliant with HDB -Comes with 1 yr product warranty from our company and free battery that last m
ellismortal,Camera drones,1.0,1,5,"Looking to buy a camera drone but not able to afford one?
 Look for me 😁
 I am selling 5 different kinds of drones check pic no.5 for more info on what type you want to buy
 Standard( no fly, no cam): $25
 0.3 million pixel: $30
 2 million pixel: $33
 5 million pixel: $38
 4K PIXEL(recommended if yo"
xoretech,Lenovo Thinkpad Yoga 460| Intel Core i5-6200u/8GB DDR4/256GB SSD | Windows 10 Pro | MS 2019 Pro Plus,549.99,0,2,"Lenovo Thinkpad Yoga 460 📌Intel Core i5-6200u 📌8GB DDR4 📌256GB SSD 📌Windows 10 Pro + MS 2019 Pro Plus  Refer to photos for condition.  Overall 9/10, -1 for the scratch mark in picture 4.  Price is fixed. No nego. "
iirulzz,Honestkin Tv soundbar,35.0,1,2,"Soundbar For tv, latop, computer.   Support wireless-Aux, /Tf Card/usb Dimension - 400mm(w) x 55mm(D) x 60mm (H)  Collection west"
sinsengcomponents,"SAMSUNG Universal TV Remote Control [Support Smart TV, NETFLIX, amazon, 3D, Internet TV Button]",8.0,1,29,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •"
precious_home,UNO R3 Super Starter Kit Rfid Learning Kit with Tutorial for arduino,138.0,1,5,"This kit is ROHS compliant. You will have 32 projects to learn Arduino with detailed tutorials. This kit contains an UNO R3 board compatible with Arduino and comes with a manual. You can also apply this kit to other MCU development platform, such as 51, STM32, Raspberries Pi.  See how to use: https:"
eh_movers,Wireless charger headphones stand,15.0,1,9,interested pls call hp 97403113
livextreme,RYZEN 5 3600/3600X + B450 TOMAHAWK MAX +CORSAIR VENGEANCE 16GB DDR4 3200MHZ🔥,580.0,1,28,CPU BUNDLE(CPU+MB+RAM) CPU: RYZEN 5 3600 🔥 6 Cores 12 Threads 3.6Ghz 🔥 AMD Stock Fan Included In Box🔥 Payment by Paynow/Paylah🔥 For more info about specs visit: https://www.amd.com/en/products/cpu/amd-ryzen-5-3600 MB: B450 TOMAHAWK MAX🔥 Case: ATX🔥 DDR 4 SUPPORT🔥 GAMING BOOST🔥 RAM: CORSAIR VENGEANCE 
drixsome,Ubiquiti USG + UAP LR bundle,150.0,0,4,"Selling here used: 1/ Ubiquiti USG router 2/ UAP LR Wireless AP 2.4G radio only!  Selling as a bundle. Reason for selling: overestimated my networking skillset so decided to go back to consumer grade hardware as it's less hassle.  For this price with no neg, will cover grabexpress for Northeast area"
desireeeeee,Echo Dot Gen 3 - Charcoal,55.0,1,307,Brand new sealed in box direct from USA  You’re welcome to walk into the Broadlink Experience Centre to experience how home automation works before purchasing directly at our store. Address and operating hours can be found on this link https://sg.carousell.com/p/223828967  Description: Meet the all-
fion-sim,iPad 10.2 inch case,20.0,1,2,delivery $5
paradiseblogshop,Men’s Hair Shaver (INSTOCKS) ,30.0,1,4,"ALL INSTOCKS! BRAND NEW, STOCKS JUST ARRIVED!   LIMITED STOCKS, available in black or white!  Grab yours now! 5 White and 3 Black Instocks!   NOTE: This product belongs to the brand in Xiaomi ecological chain and is manufactured by a third-party company. There is no ""Mi"" logo on the goods and packag"
ericlwj,Creative Chinese Dictionary PX2131,20.0,0,13,very good condition. LIKE NEW CREATIVE  PX2131. fast deal
tiestofan25,Mid 2011 Mac Mini Intel Core i5 8GB,350.0,0,30,For sale is a seldom used mid 2011 model Mac Mini 2.3ghz Intel Core i5 chipset which was upgraded to 8GB RAM running MacOS High Sierra v. 10.13.4 .  Used principally to store my iPhone backup images (see third pic).  Please note U.S. plug so you will need a power adaptor from the U.S. to U.K. pin ou
ridben,Computer tower I7-2700K / 8GB RAM / SSD 256GB,300.0,0,27,I sell my computer tower with these specs: Cooler: NOCTUA NH-U12P SPECIALE EDITION SE2 DVD writer: ASUS DRW-24B3LT RAM: GSKILL RIPJAWS-X DDR3-1866 PC3 14900 8GB(4GB X 2) SSD: CRUCIAL M4 256GB CPU: INTEL PROCESSEUR I7-2700K Motherboard: ASUS P8Z68-V PRO/GEN3 S1155 Z68 ATX SND+GLN+U3 SATA6GB/ PSU: Cor
seller9991,WTT/WTS GTX 1080ti Gigabyte Aorus Xtreme,750.0,0,18,WTT this pristine condition Gigabyte GTX 1080 ti. Looking to trade up for RTX 2080 or 2080 ti with my top up. Comes with about 3 more months of warranty and performs extremely well. No abusing and no overclocking. Condition 10/10
1generictech,ORIGINAL Samsung AKG Earpiece - AKG Samsung Earpiece 3.5mm with Microphone,15.0,1,102,"💯Authentic Made in Vietnam
 👍Ready Stock
 ✨Brand New
 ✔️1 Week Warranty
 
 📦BUNDLE DEALS
 Buy ≥2 for 10% DISCOUNT
 Buy ≥5 for 20% DISCOUNT
 
 ➕ADD-ONS
 Drawstring Pouch +$1.50 
 USB-C to 3.5mm Adapter +$1.50
 
 ❗Buy ALL ADD-ONS for 10% OFF❗
 
 🚚SHIPPING
 Normal Mail +$1.40
 SmartPac +$3.20
 
 🤝MEETU"
tim_gadget,"HDMI to VGA, Benfei Gold-Plated HDMI to VGA 1.8m Cable Compatible for Computer, Desktop, Laptop, PC, Monitor, Projector, HDTV, Chromebook, Raspberry Pi, Roku, Xbox and More - Black (I1029)",10.0,1,4,"COMPACT DESIGN - The compact-designed portable Benfei HDMI to VGA adapter connects a computer, desktop, laptop, or other devices with HDMI port to a monitor, projector, HDTV, or other devices with VGA port; Tuck this lightweight gadget into your bag to do a business presentation with your laptop and"
looooots,B&O E8 Wireless Earphones,200.0,1,6,"only used once when trying them on, but i didn’t like the fit  price negotiable, do hit me up"
