Seller,Product,Price,Quality,Likes,Comments
sinsengcomponents,"2 CCTV Camera Set [Features:4CH Hybrid Digital Video Recorder(DVR/XVR/NVR) + 2 Full-HD Sony 1080P 2MP/4MP/5MP CCTV Dome/Bullet Smart IR Camera, Wide-Angle Lens, Support Onvif IP Camera] 7-STAR* P2P APP:XMEye for Mobile-PC",S$90,New,59,"About Us Established since 1971, Sinseng Components Pte Ltd is  Importer/Exporter/Distributor/Wholesaler of Security Surveillance CCTV Camera/Wireless IP Camera/Solar IP Camera System: Our Wide-Range of Brands & Products includes: •House Brand 7-STAR* Distributor: •Authorised VSTARCAM Distributor: •"
twinklebelle.sg,Rose with Remote LED - Blue/Red,S$65,"✅ 100% Brand New ✅ Beautiful and elegant. Very suitable as a gift to loved ones, partner or anyone as a decoration. ✅ Perfect for Valentines, Birthday, Anniversary or Mother's Day ✅ Local SG Seller - Buy with Confidence! ✅ In Stock & Fast Delivery - Compared to Overseas Seller which takes 10 to 20 b",6,Spotlight
joeamri214,Hair Clipper,S$20,New,1,selling brand new hair clipper... bought extra cheapest and nego
gedmel,Backpack  shelf for Mac,S$20,New,1,Adjustable backpack shelf for Mac for sale brand Twelve South. complete with accessories and box.  delivery or post buyer will bare cost.
ranaazharas,Audio-Technica VHF Diversity Receiver ATW-R12 (6 pcs) for sale @ $40 each,S$40,"Please self inspect.   Qty:6 pcs  $40 each  Can be power on but no further testing has been done.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my na",1,New Carouseller
lyk_repair,"Home Repair(FREE) iPhone Repair, iPhone Lcd Repair",S$0,"FREE Door To Door Repair Service To Support Covid-19 Prevention    🚑 Phone Repair @ Your Location ( Any time , Any Location )   📍Doorstep onsite repair service : FREE   📍Repair duration : 15 min   📍Warranty provided after repair   📍 Visit our shop to enjoy $25 OFF ! Address is stated below    ☎ Enqu",170,Spotlight
layla256,"Michael Josh 8PCS 3"" Carabiner Caribeaners Carabeeners Carabeaner Hook Clips with 8PCS Keyrings(Not for Climbing)",S$25,New, ,"Unique brand new design carabiner,3""/8CM lenth with 8pcs keyring,compact but functional,easy to use LIGHTWEIGHT,this small caribeaner is made from superior durable lightweight aircraft aluminum material.Elegant,strong and practical MORE DURABLE and STRONG,new improved premium spring clip can be open"
fast_good_and_cheap,"Portable CD Player,Built-in HIFI Speaker,Wall-Mounted Bluetooth USB MP3 Music Player with Home Audio FM Radio, AUX input/output with 3.5mm Jack,Cable Switch for Home Gift for Kids,Friends etc (black)",S$62,New, ,"C004  Portable CD Player,Built-in HIFI Speaker,Wall-Mounted Bluetooth USB MP3 Music Player with Home Audio FM Radio, AUX input/output with 3.5mm Jack,Cable Switch for Home Gift for Kids,Friends etc (black)   Description Descriptions:  It has become easier to perform a large variety of functions at t"
fabpat,BOSCH IP Camera 200 Series NDC-225-PI,S$80,Used, ,https://resources-boschsecurity-cdn.azureedge.net/public/documents/Installation_Manual_enUS_1994478475.pdf
thefoodfanatic,Jabra Elite 75T/65T Active/85H,S$220,New,65,Elite Active 65T Copper Blue - SGD220 Elite Active 65T Titanium Black - SGD220 Elite 75T Titanium Black - SGD230 Elite 85H Navy - SGD350  All brand new and unopened.  Will provide receipt and free delivery! Money will be refunded if item not received :)
myluxhome,Chat with a Millionaire Top Producer from propnex! (need help? Non-obligation!),"S$888,888",888 sqft,5,Spotlight
tkremax,Acer Laptop Display Clearance with Full Warranty Coverage,S$648,New,4,"Same Day Delivery CR Group Fulfillment  Click on image to view all models ------------------------------------------------ Acer Swift  SF114-32-C748 (Display Unit ) was $848 Now $648 Screen 14"" FHD IPS | Processor N4000 (i3 Equal) | Ram 4GB  | SSD 256GB PCIe | 1 Year Warranty  https://sg.carousell.c"
tiok888888,Original JBL earpiece,S$19,New,4,"BNIB Original JBL earpiece C150SI with free mailing in view of circuit breaker!   All products purchased from us here comes with 1 year limited warranty
 
 JBL Signature Sound
 Superior JBL sound, with bass you can feel.
 
 Lightweight and comfortable
 The 3 sizes of ear tips that are included allow"
tkremax,Dell Inspiron 15 Laptop | 3593 | i3/i5/i7 10th Gen | RAM 8GB/12GB/16GB | 1 Year Warranty | Free Same Day Delivery By CR Group,S$848,New,1,"Same Day Delivery CR Group Fulfillment  3593 i7 $1339    Ram 16GB | SSD PCIe 512GB  3593 i5 (Touch Screen) $1199    Ram 12GB | SSD PCIe 512GB  3583 i3 $848    Ram 8GB | HDD 1TB  15"" laptop that meets all your everyday needs and looks good doing it. Featuring 10th Generation Intel® processors and an "
doggo.stuff,Outemu silent skies x66 (Krytox 205g0 lubed),S$75,"Best silent tactile mechanical keyboard switches in the market, 66pcs.  ☑️ Free delivery with tracking. ☑️ Lubed to taehatypes specs ☑️ Never soldered, used in hotswap pcb.  Case/PCB: Not for sale  Tags: keyboard switches holy panda tkl key switch tactile linear clicky",8,New Carouseller
pocket.money,"NASUM Weed Burner Electric Weed Killer Thermal Weeding Stick - 2000W 230V Up to 650°C, Environmentally Friendly, for Garden, Patio, Driveway. Yellow",S$50,New, ,"◆【Powerful Burner】 It's environmentally friendly weeding with professional technology for the home. The flame reaches a maximum temperature of 650°C, effectively controlling weeds between paving stones, driveways or stone curbs. With a cable length of 1.8 meters, it is a relatively long cable in the"
tkremax,"Lenovo IdeaPad 15.6"" i5 Laptop | S145 | i5 8th Gen | 8GB RAM | HDD 1TB | 1 Year Warranty | Free Same Day Delivery By CR Group",S$798,New,7,"Same Day Delivery CR Group Fulfillment  Lenovo Ideapad S145 Laptop (Core i5 8th Gen/8 GB/1 TB/Windows 10) laptop has a 15.6 Inches (39.62 cm) display for your daily needs.   This laptop is powered by Intel Core i5-8265U processor, coupled with 8 GB of RAM and has 1 TB HDD storage at this price point"
irepairsg,CaseTrust accredited home repair services,S$0,"In view of the tightened CB to request all citizens to stay at home unless an essential service is required, we understand that some customers will be anxious as they are worried of going out of their homes to get their devices repaired.  iRepair will be offering a home repair service starting today",5,Spotlight
kaywss,Microsoft Surface Pro 5 (2017),S$600,Used,16,"Selling my used Microsoft surface pro 2017 laptop 2 in 1.  M3 processor, 4GB ram, 128GB SSD  Laptop is in good condition. Battery is working well too.  Light scratches, no major dents or cracks.  Touch screen at certain spot not sensitive.  Comes with the surface pro type cover keyboard and charger."
pallet_musketeers,"V4.Fosmon Mini Bluetooth Keyboard (QWERTY Keypad), Wireless Portable Lightweight with built-in Touchpad, works with Apple TV, PS4, Smartphones",S$30,New,1,[COMPACT & PORTABLE QWERTY KEYBOARD WITH TOUCHPAD] Innovative and compact QWERTY keyboard with touchpad that provides comfort combined with the freedom of wireless connectivity. Connect to all of your favorite devices with this wireless keyboard. [BLUETOOTH 3.0] With a working range of approx. 33ft/
zhu.mengdi,MacBook Pro Mid 2015,"S$1,699",Used,18,Bought in early 2016 For technical spec please see photo 2  Everything in good condition (with casing protection until 2019) other than the small dent show in photo 4 Comes with the original power adaptor in good condition 
donniedarko,Campfire Audio Solaris,"S$1,350",Used,12,"My Solaris was purchased in April 2019, from Connect-It. It is in absolute mint condition, with no scratches, nicks or marks on the monitors.  They haven't been used a lot since, as I am constantly rotating amongst my IEMs and headphones.  I have everything in the box, save the Super Litz cable (I s"
twinklebelle.sg,Rose with Remote LED - Blue/Red,S$65,"✅ 100% Brand New ✅ Beautiful and elegant. Very suitable as a gift to loved ones, partner or anyone as a decoration. ✅ Perfect for Valentines, Birthday, Anniversary or Mother's Day ✅ Local SG Seller - Buy with Confidence! ✅ In Stock & Fast Delivery - Compared to Overseas Seller which takes 10 to 20 b",6,Spotlight
evantan2016,"Fuji Xerox Toner -Original For printer model: CM115W, CM225FW, CP115W, CP116W, CP225W.",S$240,New,28,"Fuji Xerox Ct202264 CT202265 CT202266 CT202267 KCMY value pack (Original) For printer model: CM115W, CM225FW, CP115W, CP116W, CP225W.   Left 1 set - $240 per set Left 2 Yellow - $60 each Left 1 Magenta - $60 each  Free Delivery  for set purchase only or $200 and above.  "
ranaazharas,Polycom HDX 9000 Series (9006) Video Conferencing Equipment @$200 Each,S$200,"Qty : 1pc ($200 Each)  Can be power on but no further testing has been done. USED.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my name "" RANA "" , t",2,New Carouseller
prelove_items520,Mini Sewing machine,S$40,Used,1,Almost new sewing machine use once only  Bought at almost $60 Selling reason no time to use it. 
allthingsvanity,Epson Stylus Office TX300F (4 in 1 - printer/scanner/fax/photocopier) ,S$129.90,Used,8,"Condition: 10/10  Printer PRINTER TYPE EPSON STYLUS TX300F	C11CA17401  PRINTING METHOD	On-demand Inkjet (piezoelectric) NOZZLE CONFIGURATION	90 nozzles Black, 29 nozzles, each colour (Cyan, Magenta, Yellow) MINIMUM INK DROPLET VOLUME	4 Picolitres RESOLUTION  	5760 Optimised dpi using Resolution Perf"
apparxl,Iphone earpiece,S$35,New,3,"Brand new iPhone authentic earpiece, did not use as I have AirPods instead. Will deliver to you if you make a fast deal with me for free. "
helmbazaar,Face Mask,S$14,Bulk order for wholesale price available MOQ 50 boxes 50pcs per box 1box 16$  Pre order for next week.  19 may  500boxes 12$,149,Spotlight
makersupplies.sg,TEC1-12706 Thermoelectric Peltier Cooling Module 40x40mm Square Plate - MakerSupplies SG,S$4.90,New,22,TEC1-12706 Thermoelectric Peltier Cooling Module  Operating Voltage: 12V Max. Voltage: 15V Operating Current Draw: 4.5A Max. Current Draw: 5.8A Power Rating: 58W to 65W Max. Temperature DIfference: 60 ℃  Operating Temperature: -55℃ to 83℃ Dimensions: 40 x 40 x 4mm Weight: 23.3g  Chat for more info! 
sublime.telecom,ER-6P Ubiquiti EdgeRouter 6 Port SFP EdgeMax Series UBNT Singapore,S$360,New,7,"Product Description Ubiquiti EdgeRouter 6P is powered by EdgeOS and can easily configured for routing, security, and management features required to efficiently run your network. For advanced network professionals, an intergrated CLI is available for quick and direct access using familiar components"
ranaazharas,NEC np905 HDMI Projector @$200 Each,S$200,"Qty : 1pc ($200 Each)  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to mention my name "" RANA "" , that so important for me thank you very much, have a nice day ",2,New Carouseller
sg.iphonerepairs,"iPhone Repair, iPhone Crack Screen Repair, iPad Repair ",S$0,"iPhone Repair, iPhone Screen Repair, iPhone LCD Repair, iPhone Battery, Mobile Phone Repair  👩🏻‍🔧 ALPHA Mobile iPhone Repair  📞Call or Whatsapp: 8289-9988   ✳ Fast turnaround time ✳ Reasonable prices ✳ iPhone repair specialists ✳ Original grade parts ✳ Store warranty   ➖➖➖➖➖➖➖➖➖➖➖➖➖  ♥️ Minimise wai",37,Spotlight
potterlord_,Instant-Pair Earbuds,S$40,New,1,"Welcome to the world of instant pairing earbuds, and sweat/water/rain resistant while you brought it out to Seng Siong/NTUC/FairPrice for your daily grocery shopping. Rain or shine, it will not fail you.   •TOUCH-CONTROL & MODERN STYLE Highly—technical touch screen of Mpow True Wireless Bluetooth Ea"
lovely25,"Mpow D4 [Updated] Bluetooth Headphones, IPX7 Waterproof Wireless Sports Earphones w/Mic, HD Sound Secure Fit Lightweight Earbuds for Running, Jogging, Cycling, 8 Hour Playtime Noise Cancelling Headset",S$35,New, ,"SWEAT THROUGH WORKOUT: If you do long distance running, marathons, or train in workout bodysuits, you should go for the Mpow IPX7 waterproof wireless sport headphones that can withstand sweat and moisture.  UNRIVALED 8 HOUR PLAYTIME: The Mpow wireless running headphones will offer you almost 8 hours"
hypegodqqq,Jabra elite 75t,S$210,New,23,Brand new in box jabra elite 75t. Not the active version. Cheapest on carousell.
eunnnnn,Wired USB headset,S$39,New, ,brand new 
sally.property,209A COMPASSVALE LANE,"S$380,000",731 sqft,13,Spotlight
kingsqueenskx,Sony h.ear in Earpiece,S$10,New,3,1 for $10  2 for &$18  Gotten this from IT fare. Looking to clear away the stocks I have at home. 
techthel,Surface Pro (5th Gen) - 256GB i5 8GB M1796,S$850,Used,10,"💻💻💻 TECHTHEL OFFERS YOU THE BEST AFFORDABLE DEALS IN TOWN 💻💻💻  2853  Description; i5-7300U CPU 8GB ram 256GB SSD Windows 10 Pro Intel(R) HD Graphics 620  Warranty: 7 days in-house warranty  ✅Official Printed Invoice will be Issued!  ✅All Price listed are inclusive of GST  ✅Feel free to PM, we will b"
tradecomputers,Wts Acer nitro 5 core i7 16gb ram $700(only intel hd graphics ),S$700,Used,35,Selling Acer nitro 5 corei7 7th gen 16gb ram with charger  512gb ssd only can use the intel hd graphics 630 the gtx graphics is faulty  All working fine except for the gtx graphics  Very good condition  Selling at $700 only
ranaazharas,Audio Technica wireless receiver For sale @$60 Each,S$60,"Qty : 2pcs ($60 Each)  Can be power on but no further testing has been done. Model no: ATW-R3100bg. USED.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't forget to menti",1,New Carouseller
logukvl,D-Link Router DIR-868L,S$10,Used,3,"Bought from StarHub & works well. Self collection at Yishun block 147, thanks."
lovingu2017,"Sony SRS-XB41 Portable Wireless Bluetooth Speaker, Black (SRSXB41/B)",S$138,Used,2,"Used, excellent condition. Come with sony adapter.    Feel the power of extra bass with live sound mode for an immersive 3D sound experience Waterproof and Dustproof IP67 design for worry-free usage Build energy with a Multicolored line light, speaker lights and flashing strobe Listen all day and ni"
pc_repair_sg,PC Repair,S$40,"WhatsApp Us: https://wa.me/6591253054
 
 How it works:
 1. There will be a $40 diagnostic charge, which includes a free pick-up from your home.
 2. Our diagnostics will uncover everything that needs to be fixed with your computer, and we will provide a no-obligation quotation for the repairs.
 3. If",4,Spotlight
emtech.digital,Aftershock S-15 Gaming Laptop GTX1060,"S$1,080",Used,47,"Good condition! Extra set, seldom used. Looking to sell for upgrade.  Intel Core i7-6700HQ NVIDIA GeForce GTX 1060 16GB RAM RGB backlit keyboard Windows 10 Bought from Aftershock sg  PM me for more details."
hotsales8,Airpods 2 nd gen,S$150,New,38,read my prev listing for details 
norielynpp,"Philips Hue Extension Cable Lightstrip Plus (3 ft/1 m, 2 Pack, White)",S$12,New,3,"Colour: White  ENDLESS DESIGN -- create breaks in your light strips, run lights under cabinets, create lighting for shelves, or connect light strips across entire room -- endless possibilities!!!  EASY INSTALLATION -- easy to use! Our cables are flat & flexible AND all pin connectors are removable. "
timetodance,Samsung Gear Sport Blue,S$200,Used,10,"Samsung Gear Sport, Smart watch, E watch  Used only once  Comes together with box and accessories  Includes: Samsung Gear Sport Watch w/ canvas strap Wireless charger w/ 3 pin plug,  Additional short and long rubber strap"
u2spraypainting0643,Spray painting service,"S$1,488",Hari Raya promo....  🚗 change color...  only $1488.... more details please whatsapp and call...  David 86186474... thanks......, ,Spotlight
felix06,Dimmer Switch 4 gangs,S$8,New,4,Brand  new. Packaging not in gd shape. check out my other items in my listing
neekchan,Apple MacBook charger extension cable UK plug,S$5,Brand new unused. Self collect.,8,New Carouseller
jogoh10,D-Link DIR-868L Router,S$15,Used,3,"If it is useful to you, pls offer me  $15 neg as what you seen in picture  Fast deal "
candice168,D-Link wireless Router AC1750 Dual band DIR-868L,S$20,Used,3,Dlink wireless AC1750 Dual-band Gigabit Cloud Router USB DIR-868L. In good working condition. Includes everything in the photo.  Self collect under my block near Toa Payoh. Meet up at Boon Keng mrt. 
stephanierodelpp,"LIVOLO White Touch Switched Soket Wall Socket with Tempered Glass Panel 2 Gang UK Standard 13A Wall Outlet,VL-C7C2UK-11",S$38,New,3,"Certification:CE, RoHS. Dimension:146mm*86mm. Warranty:2 Year.  [Tempered Glass]:Dirt-proof and easy-maintenance.  [Grounding Protection]: To prevent user contact with dangerous voltage when electrical insulation fails,and avoid electrical shorts and power surges.  B06XCNNJVK"
isellcarshades,$10 Front Windscreen Sunshade,S$10,"Ready stocks at 3 different sizes S, M, L  1. Helps to reduce heat greatly by 90%!!! Perfect for parking under hot sun! 👍  2. Foldable and easy to be kept in storage! 👍  3. Just fold down the sun blind/visor to hold the sunshade, quick and easy! 👍  4. Do drop by our store to try! 👍",6,Spotlight
funan_store,(REFURBISHED) DELL XPS 13 (9370) GOLD TOUCH SCREEN,"S$1,599",Used,20,(9370) TOUCH SCREEN  i7-8550U 16GB RAM 512GB SSD  FREE DELIVERY PAY NOW OR COROUSELL PAY  INTERSTED PM ME OR WHATAPPS ME@84687277
lyzeofkiel,Blue point digital tester,S$20,New,2,Have 2 to go. Clearing space.
t.ru05,Harman Kardon Speaker,S$180,Harmon Kardon speaker (Citation One),7,New Carouseller
myluxhome,Discounted projects for buyers! (no commission payable!),"S$888,888",888 sqft,19,Spotlight
cashkey,"Whole setup of 49"" LG TV plus gaming desktop computer","S$1,799",Used, ,"self collect at Pasir Ris St 21, BLK 236, S(510236) call or SMS 96660233.  1) LG 49"" TV,  49SJ800T DolbyVision/HDR/UHD 4K TV, with remote. 2) AsRock H110M-ITX  Gaming Desktop computer, Galax GeForce GTX 1060 3GB Graphic card, Intel HD Graphics 530, Intel core i5-6400 CPU @ 2.70Ghz, Windows 10 Home, "
johnjr,wireless headset,S$12,New, ,Audio
yuvi.uv,ATC Speakers SCM 11 v2,"S$1,575",Used,40,In excellent condition with box.  I am the first owner and still under warranty double boxed and ready for a new owner. 
pocket.money,"Pet Camera, Baby Monitor, WiFi Camera, 1080P FHD Wireless IP Security Home Dome Camera with Night Vision/Two-Way Audio/Cloud Storage/Motion Detection",S$42,New, ,"【Remote Control & Motion Detection】: The surveillance camera control with 2.4Ghz WIFI, no matter where you are, Dadypet pet camera also makes it easier to keep an eye on your pets or kids and know what happens to your home. NOTE: Before using the camera, it must be plugged in. When matching for the "
motoaccessoriessg,Honda Shuttle / Vezel / Fit Customized Car Floor Mat,S$62,6 colours to choose from!!  Back row can be 1 pc or 3 pcs  MOTO ACCESSORIES SG PTE LTD 🏠1 BUKIT BATOK CRESCENT #09-06 WCEGA PLAZA S(658064) Contact: Yong Siang 📞82966654 Call/Msg/WhatsApp  FB: @Motoaccessoriessg IG: motoaccessoriessg  Carousell: @motoaccessoriessg   #customized #carmat #carpet #car ,6,Spotlight
circuit.bots,SATA Cable,S$5,New,2,Get the bundle deal with the Seagate HDD for $70!
smart_tech,Xiaomi High Pressure Power Car Washer Flexible Hose,S$45,New,20,Strong water pressure ensures perfect cleaning effect - Rinse Dust and Dirt under High Pressure - For the stubborn dust and dirt attached to the surface of the carit can be easily washed off after opening the switch. - Rotate 360° to Produce Different Splashes - The shapes are all different at each 
jnj.sg,"Projector, ABOX A6 Portable Home Theater 1080p Video Projector, Up to 200"" Image Display, Built-in HiFi Sound, 50,000 Hour Lamp Life, Supports HDMI, USB, SD Card, VGA, AV",S$230,New,5,"Several Things You Need To Know Before Purchasing a LCD Projector:  Q: What's the difference between 'Native Resolution' and '1080P supported'? A: Native Resolution is the exact number of dots on the physical screen. If the “Native Resolution” is 1280 x 768, the screen is physically 1280 dots wide a"
ranaazharas,Logitech (V-UAR38) QuickCam Rightlight 2 @ $20 Each @ B2/2,S$20,"Looks very new.  Can be powered on and auto installed but no further testing has been done. Self inspect and self test.  ""First Come  First Serve "". Unable to reply inquiries, Therefore, JUST WALK IN to check the condition and see 5000 other items at our warehouse  If you wanna buy something don't f",4,New Carouseller
pcnstuff,Seasonic M12II 520W Bronze Full Modular PSU,S$50,Used,24,RRP: $109  Took out of a under utilized PC.  Cables included:  1 x 24 pin ATX 1 x 8 pin CPU 1 x 6+2 pin PCIE 4 x SATA single rail
daniel385,I7s TWS bundle,S$25,New, ,New
joycelynwong,Last 10 Units Le Quest ,"S$1,280,000",883 sqft,3,Spotlight
famsters,Wireless Router Asus  RT-N56U,S$10,Used, ,Working wirless router with cables as shown in picture.
pink_almonds,Wireless Sports Magnetic Mic Microphone Volume Control Bluetooth Earphones Earpiece BLACK (Brand new),S$12,New,11,"- Brand new in box, bluetooth wireless earpiece - Black colour, has a tint of silver (refer to last pic)  - Lightweight and perfect for sports  - Mailing available"
urbanshee,Apple TV 32GB (like new) 3rd Gen,S$158,Used,9,"Apple TV 32GB in great condition. Remote is highly under-utilised because I mostly used this Apple TV for streaming from my iPhone.   Minor Scratches on the Apple TV itself because I kept it along with lot of wires and cables in my tv cabinet. The remote, what you actually touch and use is in great "
rwei1994,Logitech G602 Mouse,S$21,Used,12,The mouse is in good condition. The receiver is scratched up but works normally. 
joycelynwong,By Qing Jian Developer brought to you JadeScape,"S$898,000",527 sqft,58,Spotlight
bont0,D-Link DIR 868L router,S$20,Used,3,Used router 9/10  It comes with power cord only.
akot.sg,UGREEN Ethernet Cable RJ45 Cat7 Lan Cable UTP RJ 45 Network Cable  Compatible  for Modem Router Cable,S$9,Ugreen CAT 7  1m $9 2m $14 5m $22 10m $32 Multi-shielded Cable   Ugreen Cat7 network Ethernet cable is capable of transmitting data at speed up to 10Gbps over 100m run of cable. It is made out of 4 shielded twisted pair of copper wires with two RJ45 connectors on each end. Compared to the Cat 6 netw,11,New Carouseller
ssd_sales_sg,3.5mm Female to 2 Dual 3.5mm Male Headphone Mic Audio Splitter Cable,S$10,New,11,"3.5mm Female to 2 Dual 3.5mm Male Headphone Mic Audio Splitter Cable For Tablet PC Laptop Computer 
 
 Input: 3.5mm 4-position female for headset or earphone
 -Output 1: 3.5mm 3-positiion male for Headphone Jack on your PC/Laptop
 -Output 2: 3.5mm 3-position male for Mic Jack on your PC/Laptop
 -Oxy"
sk.ng.,"EXCELLENT ! PHILIPS DOCKING SPEAKER (BLUETOOTH).  
MOBILE CHARGER, LIGHT FEATURES!!",S$0,,12,http://www.usa.philips.com/c-p/AS111_37/docking-speaker-with-bluetooth/overview#see-all-benefits  Features: AUTO CHARGE ALL ANDROID PHONE CLOCK  NIGHT LIGHT. DIGITAL DISPLAY GOOD SIZE AS111.
daran,D-Link Router DIR-868L,S$20,Used,1,Others
shieldshade_sg,"Removal Of Old Window Film ( Solar, Frosted, Safety )",S$1.50,"We offer a wide variety of window films with different UV/IR rejection capabilities, heat rejection capabilities and shades.   We can be reach at the our website / facebook page:  www.shieldshade.com  www.facebook.com/shieldshade/",328,Spotlight
djblackfm,MiniDSP 2x4HD,S$319,New,14,Ovation United is the only Singapore authorized dealer locally with 1 year warranty. You get to redeem a free software plug-in with a coupon code that comes with each purchase! Please contact us for further clarification.   Introducing the long-awaited “reboot” of miniDSP’s best-selling 2x4 digital 
ktang,Google Home Mini Charcoal and Aqua - Brand New and Sealed,S$35,New,19,"Selling four sets of brand-new Google Home Minis, 2 in Charcoal and 2 in Aqua, purchased straight from Google but never opened.  Note that the wall plug is a US plug, but the device runs on a microUSB port so you can use any of your existing microUSB wall chargers with it without having to bother ab"
rik75,Samsonite IKonn 111  Laptop Backpack,S$99,"Totally new and unused.  Can fit 12.1"" to 15.4 "" laptop. Only for self collection.",1,New Carouseller
propnextopagent,"Save $20,000! Low Entry Price To Bishan!","S$660,000","1,302 sqft",70,Spotlight
wwaannxxiinn,[INSTOCK] 2 in 1 Charging cable,S$3,New, ,mailing $0.50
t9lynn,Sandisk Extreme 256GB A2 TF SD card,S$80,Used, ,Others
jaguadez,"Dental Water Flosser for Teeth for Children & Adults - Water Floss Dental Toothpick for Braces & Teeth Cleaning, Water Floss + Mouthwash Hygiene Kit Power Floss Waterpik",S$48,New,2,"Cordless water flosser for children and adults used as a dental hygiene floss toothpick to clean food, debris, plaque and bacteria from braces, teeth, gum lines, behind your molar teeth and after removing your wisdom teeth. Professional portable dental water toothpick that is easy to use and hand-he"
layla256,"ACP1063 Europe 2 Prong CEE7/16 Standard Plug to Figure 8"" IEC C7 6 Foot (1.83 Meters) Power Cord with Europe VDE and ENEC certifications. Often Called an Europe Shaver Cord or Europe Notebook Cord.",S$16,New, ,"Europe 2 prong plug to C7 power cord commonly used for TVs, electronics or any C7 cord device Europe CEE7/16 Europlug 2 prong standard plug IEC 60320 C7 (figure 8 unpolarized) 2.5A receptacle Carries European VDE and ENEC certifications as well as RoHS and REACH compliance Fully molded ergonomic des"
joycelynwong,Own Condo income $6k Salary,"S$700,000",463 sqft,13,Spotlight
hansonandgratel,Razer blade stealth,S$700,Used,17,"For sell Razer blade Defect only at the side usb there Touch screen still ok Doesn't come with original charger The fan sound quite loud as it happens to all the razer laptop as well. There are two minor dents on the side And, the screen is experiencing ghost touch. But if you turn off the touch scr"
za_pa__lang_sales,Pocket sized computerized dictionary,S$50,Used,9,BESTA CD-126 Pocket-Sized Computerized Dictionary (USED BEFORE for O level exams period only) Main Features Pocket-sized Electronic Talking Dictionary Human recorded voice for English & Mandarin Clear North American English accent pronunciation Listen-Follow-Repeat! Learn English syllable by syllabl
budget.solutiom,Digital Multimeter,S$20,New,2,Please wa.me/6592700847 for fast reply   Features: Brand New & High quality. Overload Protection on all ranges. Housed in a rugged rubber boot with integral stand. Low Battery Voltage Indication. Portable & Compact Design. Data Hold Function & Diode Test Facility. 20 Position Rotary Switch. Removabl
rik75,Samsonite IKonn 111  Laptop Backpack,S$99,"Totally new and unused.  Can fit 12.1"" to 15.4 "" laptop. Only for self collection.",1,New Carouseller
hockstech,D-Link DIR-868L AC1750 Dual Band Router,S$15,Used,1,Computer Parts & Accessories
steve_jejoro,LENOVO,S$210,Used,6,Light weight  Full refurb A Grade laptop 12.5 inch 1366x768 display 1.3kg 320hdd 4gb ram Original license windows 10pro Zoom  Adobe  Google chrome  Ytd downloader All preload  Comes with original charger!  Further enquirers call/WhatsApp Steve 98994688 
movemove_movers,MTI APPROVED 👍 FULL HOUSE MOVING SERVICE-MOVE MOVE PTE.LTD.,S$28.80,"WhatsApp link: https://wa.me/6583325196 Free quotation  Free boxes 📦📦📦 Free Wrapping No hidden cost   Website:  www.movemove.biz www.movemovemovers.com Email: movemovemovers.com@gmail.com Office: #05-35, Pioneer Junction, 3 Soon Lee Street Singapore 627606  - Professional service, full time experien",239,Spotlight
+wen+yseven,EACHINE E511 Foldable Drone,S$110,New,9,"❗️Retail Price: $240++ (Q10)  ❗️Brand new full set with box and manual, eachine E511 foldable wifi drone with HD 1080p Camera. Flying time is 15-17mins if i remember correctly. Can controll by phone using app and the rc. Selling cheap. "
azizanazhar,Teckin Smart Plug SP27,S$15,New, ,"Item won from FB Auction House bidding.  Teckin Smart Plug (SP27). Two pieces provided in the box, works with Amazon Alexa & compatible with Google Assistant. Not too proficient in this matter, do get item only if you know what it is for! :)  PM to find out more, and to settle delivery & payment. De"
mangostinggo,i7-3770 16GB new-500GB-SSD GTX970-4GB wifi,S$410,Used,13,"[ price fixed ] i7-3770 asus P8B75-V 16GB SKhynix DDR3-1600 new 500GB SSD crucial asus GTX970-4GB wifi (the front audio port not working, will give a pair of small speaker) Win10 activated ( but without MS office). [ deal at lakeside MRT, or, taman jurong S610157 ]"
joseismyname,D-Link 4G LTE Router,S$150,Used,6,• Integrated SIM card slot • 4G LTE / 3G with up to 150 Mbps download • Fail-safe Internet with fixed line and mobile Internet support • Wireless AC1200 (866 Mbps on 5 GHz + 300 Mbps on 2.4 GHz) • Gigabit WAN + 4 x Gigabit Ethernet LAN  The DWR-953 Wireless AC1200 4G LTE Multi-WAN Router allows you 
arumugammurugan1977,Mover,S$30,all kind of small medium large all kind of thing's can move,9,Spotlight
rkdc_2628,MacBook Pro 13” 2017,"S$1,500",Used,12,"MacBook Pro (13 inch, 2017, Two Thunderbolt 3 ports) Bought in Apr 2019 Mint Condition, 99% new!!  No dent! No scratch! Rarely use! Cycle count: 118 Sell in whole set with box. Installed Microsoft Office. Free case.   "
